image_path,crop_path,class_name,face_id,x1,y1,x2,y2,confidence,area,score,original_size,resized_size
Datasets2\train\images\00090_Mask_Chin_jpg.rf.648f80a50a6ca9a66e7824550a68b04f.jpg,data3/processed\crops\train\mask\00090_Mask_Chin_jpg.rf.648f80a50a6ca9a66e7824550a68b04f_face_0.jpg,mask,0,207,217,898,985,0.60160893,369280,0.60160893201828,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00092_Mask_Mouth_Chin_jpg.rf.7aa2b113efe86a1e6224cd21f68596e3.jpg,data3/processed\crops\train\mask\00092_Mask_Mouth_Chin_jpg.rf.7aa2b113efe86a1e6224cd21f68596e3_face_0.jpg,mask,0,189,91,948,1012,0.65582204,486777,0.6558220386505127,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00093_Mask_Mouth_Chin_jpg.rf.33c383c5b3a792fa7751acaf05ae5ec8.jpg,data3/processed\crops\train\mask\00093_Mask_Mouth_Chin_jpg.rf.33c383c5b3a792fa7751acaf05ae5ec8_face_0.jpg,mask,0,199,134,866,1024,0.57117754,444486,0.5711775422096252,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00095_Mask_Mouth_Chin_jpg.rf.b7676719af0886c91709807fe01e1852.jpg,data3/processed\crops\train\mask\00095_Mask_Mouth_Chin_jpg.rf.b7676719af0886c91709807fe01e1852_face_0.jpg,mask,0,132,180,806,1024,0.55518293,409136,0.555182933807373,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00100_Mask_Mouth_Chin_jpg.rf.9871bfc7c7e217d861459fad1ca382dd.jpg,data3/processed\crops\train\mask\00100_Mask_Mouth_Chin_jpg.rf.9871bfc7c7e217d861459fad1ca382dd_face_0.jpg,mask,0,179,98,878,1024,0.5838215,490303,0.5838214755058289,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00101_Mask_Mouth_Chin_jpg.rf.9bf6faaafd4dcd1e671aa3bde65e818a.jpg,data3/processed\crops\train\mask\00101_Mask_Mouth_Chin_jpg.rf.9bf6faaafd4dcd1e671aa3bde65e818a_face_0.jpg,mask,0,200,116,872,1021,0.5555635,422800,0.5555635094642639,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00103_Mask_Mouth_Chin_jpg.rf.63bf566b4754c0a230b8192772a5dc08.jpg,data3/processed\crops\train\mask\00103_Mask_Mouth_Chin_jpg.rf.63bf566b4754c0a230b8192772a5dc08_face_0.jpg,mask,0,188,110,839,1000,0.60032475,402906,0.6003247499465942,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00104_Mask_Mouth_Chin_jpg.rf.fd6772f78ba1da60a750375accc0d221.jpg,data3/processed\crops\train\mask\00104_Mask_Mouth_Chin_jpg.rf.fd6772f78ba1da60a750375accc0d221_face_0.jpg,mask,0,129,120,827,1024,0.6123245,478404,0.6123244762420654,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00105_Mask_Mouth_Chin_jpg.rf.692c3a73f30e382cd500ae7f22fe8a9c.jpg,data3/processed\crops\train\mask\00105_Mask_Mouth_Chin_jpg.rf.692c3a73f30e382cd500ae7f22fe8a9c_face_0.jpg,mask,0,167,141,869,1024,0.64295894,451220,0.64295893907547,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00106_Mask_Mouth_Chin_jpg.rf.87a75b5d8e8b8ddf01155c78758ef59d.jpg,data3/processed\crops\train\mask\00106_Mask_Mouth_Chin_jpg.rf.87a75b5d8e8b8ddf01155c78758ef59d_face_0.jpg,mask,0,119,138,827,1024,0.59303796,475540,0.5930379629135132,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00108_Mask_Mouth_Chin_jpg.rf.c10aa6984a3deb0e900d1bdaa616f126.jpg,data3/processed\crops\train\mask\00108_Mask_Mouth_Chin_jpg.rf.c10aa6984a3deb0e900d1bdaa616f126_face_0.jpg,mask,0,147,70,823,1024,0.57549447,472068,0.5754944682121277,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00110_Mask_Chin_jpg.rf.71bc6a0656d7fe1f381a9377e5a8cb84.jpg,data3/processed\crops\train\mask\00110_Mask_Chin_jpg.rf.71bc6a0656d7fe1f381a9377e5a8cb84_face_0.jpg,mask,0,239,83,863,1011,0.57216823,402480,0.572168231010437,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00112_Mask_Mouth_Chin_jpg.rf.d104e6bfcd510684eb0863b0206a247a.jpg,data3/processed\crops\train\mask\00112_Mask_Mouth_Chin_jpg.rf.d104e6bfcd510684eb0863b0206a247a_face_0.jpg,mask,0,239,184,987,1024,0.5033069,449904,0.5033069252967834,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00113_Mask_Mouth_Chin_jpg.rf.de2b92aa98fc8c373af056c4a0749368.jpg,data3/processed\crops\train\mask\00113_Mask_Mouth_Chin_jpg.rf.de2b92aa98fc8c373af056c4a0749368_face_0.jpg,mask,0,138,118,818,1024,0.54040945,468032,0.5404094457626343,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00114_Mask_Mouth_Chin_jpg.rf.68850bfa9fac9527e5c16f1e19f7d873.jpg,data3/processed\crops\train\mask\00114_Mask_Mouth_Chin_jpg.rf.68850bfa9fac9527e5c16f1e19f7d873_face_0.jpg,mask,0,242,127,896,1011,0.5095264,402948,0.5095263719558716,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00115_Mask_Mouth_Chin_jpg.rf.ce136e52137b25c916629cd9d6fd90e1.jpg,data3/processed\crops\train\mask\00115_Mask_Mouth_Chin_jpg.rf.ce136e52137b25c916629cd9d6fd90e1_face_0.jpg,mask,0,184,81,872,1024,0.5334188,487900,0.5334187746047974,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00118_Mask_Mouth_Chin_jpg.rf.f9a160a0a5d20b9efd0d9b9d6f488af0.jpg,data3/processed\crops\train\mask\00118_Mask_Mouth_Chin_jpg.rf.f9a160a0a5d20b9efd0d9b9d6f488af0_face_0.jpg,mask,0,273,80,933,985,0.5602309,415250,0.5602309107780457,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00119_Mask_Nose_Mouth_jpg.rf.b9ad0a55c39236a9cf78dbfa073b5e98.jpg,data3/processed\crops\train\mask\00119_Mask_Nose_Mouth_jpg.rf.b9ad0a55c39236a9cf78dbfa073b5e98_face_0.jpg,mask,0,183,83,912,1024,0.60432684,497553,0.6043268442153931,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00123_Mask_Nose_Mouth_jpg.rf.7ac515daa70f44f160dd442c7b05e5d2.jpg,data3/processed\crops\train\mask\00123_Mask_Nose_Mouth_jpg.rf.7ac515daa70f44f160dd442c7b05e5d2_face_0.jpg,mask,0,110,92,796,1013,0.58754206,439868,0.5875420570373535,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00126_Mask_Mouth_Chin_jpg.rf.4d7beaa387ecb322c3cc1059e3b7eb66.jpg,data3/processed\crops\train\mask\00126_Mask_Mouth_Chin_jpg.rf.4d7beaa387ecb322c3cc1059e3b7eb66_face_0.jpg,mask,0,177,65,797,1024,0.5938175,426314,0.5938174724578857,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00127_Mask_Chin_jpg.rf.4165a7c4ff76bc12d72c6df18951aab2.jpg,data3/processed\crops\train\mask\00127_Mask_Chin_jpg.rf.4165a7c4ff76bc12d72c6df18951aab2_face_0.jpg,mask,0,153,91,816,1024,0.5603609,458437,0.5603609085083008,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00128_Mask_Mouth_Chin_jpg.rf.913edba89e92633d379b2ed57289c742.jpg,data3/processed\crops\train\mask\00128_Mask_Mouth_Chin_jpg.rf.913edba89e92633d379b2ed57289c742_face_0.jpg,mask,0,116,20,842,1024,0.60604066,520554,0.6060406565666199,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00129_Mask_Nose_Mouth_jpg.rf.a3a73f3bea5e40c553284ae7a7f3d96e.jpg,data3/processed\crops\train\mask\00129_Mask_Nose_Mouth_jpg.rf.a3a73f3bea5e40c553284ae7a7f3d96e_face_0.jpg,mask,0,76,115,817,1024,0.6405574,497057,0.6405574083328247,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00130_Mask_Mouth_Chin_jpg.rf.5b2597ba70e38a86921fb9d2f4ba1209.jpg,data3/processed\crops\train\mask\00130_Mask_Mouth_Chin_jpg.rf.5b2597ba70e38a86921fb9d2f4ba1209_face_0.jpg,mask,0,218,69,916,870,0.6199106,389358,0.6199105978012085,"(1024, 1024)","(500, 500)"
Datasets2\train\images\00132_Mask_Mouth_Chin_jpg.rf.4504d477a1e32e5a052fd6dc158c3a0b.jpg,data3/processed\crops\train\mask\00132_Mask_Mouth_Chin_jpg.rf.4504d477a1e32e5a052fd6dc158c3a0b_face_0.jpg,mask,0,189,46,838,943,0.59801203,405209,0.5980120301246643,"(1024, 1024)","(500, 500)"
