crop_path,class_name,face_id,left_eye_width,left_eye_height,right_eye_width,right_eye_height,left_eye_aspect_ratio,right_eye_aspect_ratio,nose_width,nose_height,nose_aspect_ratio,mouth_width,mouth_height,mouth_aspect_ratio,face_width,face_height,face_aspect_ratio,eye_mouth_distance,mouth_visibility,nose_visibility,chin_visibility,mouth_visibility_avg
data3/processed\crops\train\mask\00014_Mask_Mouth_Chin_jpg.rf.601fae71c8b6e9ed741abaa61e964c98_face_0.jpg,mask,0,0.22734608639386258,0.06174831976129601,0.21611911916453605,0.06455506156862764,0.2716049382716049,0.2987012987012987,0.06174831976129601,0.2750606971185004,4.454545454545454,0.42381801290707716,0.002806741807331637,0.006622516556291391,0.9065776037681187,1.1030495302813332,1.21671826625387,183,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00015_Mask_Mouth_Chin_jpg.rf.aec64fadb4bd1772a4427b75a2efb5b1_face_0.jpg,mask,0,0.2208289657150199,0.06708728072355034,0.22921487580546368,0.061496673996587814,0.3037974683544304,0.2682926829268293,0.06429197736006907,0.30748336998293907,4.782608695652174,0.3997283809778208,0.0027953033634812645,0.006993006993006993,0.9056782897679296,1.1041448285750994,1.2191358024691359,201,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00016_Mask_Mouth_Chin_jpg.rf.8e2487bca378828839ef2d2e324cb17f_face_0.jpg,mask,0,0.22558911118470323,0.05291596435196742,0.2116638574078697,0.05291596435196742,0.2345679012345679,0.25,0.055701015107334134,0.23115921269543666,4.15,0.4483931716140398,0.00835515226610012,0.018633540372670808,0.9302069522924801,1.0750295915715489,1.155688622754491,164,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00017_Mask_Chin_jpg.rf.019992ba151597f1d27d11860679190f_face_0.jpg,mask,0,0.2520548701172989,0.06513777542357162,0.21240578942469007,0.06796985261590083,0.25842696629213485,0.32,0.06796985261590083,0.20957371223236088,3.0833333333333335,0.5267663577732313,0.11045101050083883,0.20967741935483872,0.9147609331223319,1.0931817962390715,1.195046439628483,158,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00018_Mask_Mouth_Chin_jpg.rf.a38998b5b2989af61982daf87fc3928d_face_0.jpg,mask,0,0.22043316830265738,0.05859615866273171,0.22322346157231127,0.055805865393077816,0.26582278481012656,0.25,0.055805865393077816,0.20648170195438792,3.7,0.44086633660531477,0.02511263942688502,0.056962025316455694,0.9431191251430151,1.0603114424684785,1.1242603550295858,159,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00019_Mask_Chin_jpg.rf.236ea7b1fdc366d4a0e64d566daae229_face_0.jpg,mask,0,0.2332946500873801,0.035891484628827706,0.2003941225109547,0.04187339873363232,0.15384615384615385,0.208955223880597,0.07477392631005772,0.25722230650659855,3.44,0.580245668166048,0.0687920122052531,0.11855670103092783,0.939160514454325,1.064780710655222,1.1337579617834395,144,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00022_Mask_Mouth_Chin_jpg.rf.8bb609869ded6630471fd0fd03af738c_face_0.jpg,mask,0,0.21694974309742643,0.06363859130857842,0.2603396917169117,0.060745928067279395,0.29333333333333333,0.23333333333333334,0.04338994861948528,0.2748030079234068,6.333333333333333,0.4743967715730391,0.0,0.0,0.9343302269395831,1.070285399280637,1.1455108359133126,159,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00023_Mask_Mouth_Chin_jpg.rf.1cecc54468637c4b73ad7d19e30e8b80_face_0.jpg,mask,0,0.21347310759248567,0.029242891451025432,0.2076245293022806,0.014621445725512716,0.136986301369863,0.07042253521126761,0.05556149375694833,0.2017759510120755,3.6315789473684212,0.4678862632164069,0.0029242891451025433,0.00625,0.9854854418995571,1.0147283333505825,1.029673590504451,130,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00025_Mask_Mouth_Chin_jpg.rf.5ec7a98e4dba5d1a62b59521f823f99c_face_0.jpg,mask,0,0.22399721578744772,0.040726766506808676,0.22108816103696138,0.04945393075826768,0.18181818181818182,0.2236842105263158,0.06399920451069935,0.21817910628647505,3.409090909090909,0.4189038840700321,0.002909054750486334,0.006944444444444444,0.9628971224109765,1.0385325459236212,1.0785498489425982,141,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00026_Mask_Mouth_Chin_jpg.rf.804afc70b43819c6d81469c54d0867c1_face_0.jpg,mask,0,0.24939938370717327,0.06306651082250359,0.22073278787876255,0.06019985123966252,0.25287356321839083,0.2727272727272727,0.06019985123966252,0.1662662558047822,2.761904761904762,0.46726551200309474,0.008599978748523217,0.018404907975460124,0.9402643431718717,1.0635307052340377,1.1310975609756098,117,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00030_Mask_Mouth_Chin_jpg.rf.c818b04c5715ef5f8a62d83975363740_face_0.jpg,mask,0,0.2156579678620972,0.051757912286903324,0.2156579678620972,0.054633351858397954,0.24,0.25333333333333335,0.048882472715408694,0.1667754951466885,3.411764705882353,0.46582121058212994,0.017252637428967776,0.037037037037037035,0.9373933003072491,1.0667880810245074,1.138036809815951,125,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00032_Mask_Mouth_Chin_jpg.rf.25ff345e5e4f4c8d1b9067684e0eef1b_face_0.jpg,mask,0,0.16140543331666404,0.051771554082703564,0.25581238487924113,0.06395309621981028,0.32075471698113206,0.25,0.01827231320566008,0.25276699934496444,13.833333333333334,0.456807830141502,0.00304538553427668,0.006666666666666667,0.8922979615430673,1.1207018766138181,1.2559726962457338,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00033_Mask_Mouth_Chin_jpg.rf.6f5a219e4d78ea29532ee1fd3f3958c8_face_0.jpg,mask,0,0.2941021430364351,0.09597017299083671,0.17336547378989858,0.06810786470317444,0.3263157894736842,0.39285714285714285,0.08358692486298681,0.22289846630129817,2.6666666666666665,0.37459325586745945,0.0030958120319624746,0.008264462809917356,0.8730189930134179,1.1454504518261157,1.3120567375886525,136,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00034_Mask_Mouth_Chin_jpg.rf.35232afb8dfc1db186dc99d082c9129a_face_0.jpg,mask,0,0.19918138491090961,0.012257315994517515,0.24208199089172092,0.015321644993146893,0.06153846153846154,0.06329113924050633,0.027578960987664408,0.25127497788760905,9.11111111111111,0.4075557568177074,0.0030643289986293787,0.007518796992481203,0.9039770545956668,1.1062227685052057,1.223728813559322,153,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00037_Mask_Chin_jpg.rf.34a6e9f2deff5933a4ca673a1efb4d07_face_0.jpg,mask,0,0.22755895268832402,0.060490354512086134,0.23908092497634043,0.046087889152065624,0.26582278481012656,0.1927710843373494,0.05472936836807793,0.26788585569638146,4.894736842105263,0.567457135184808,0.048968382224069726,0.08629441624365482,0.9159967968973043,1.0917068742895546,1.1918238993710693,157,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00039_Mask_Mouth_Chin_jpg.rf.e28de22f7b82c5f0d92c6d128e104262_face_0.jpg,mask,0,0.19502906149540555,0.042006259399010426,0.21003129699505213,0.027004023899363846,0.2153846153846154,0.12857142857142856,0.051007600698798373,0.26703979189370913,5.235294117647059,0.4500670649893974,0.0,0.0,0.9181368125783708,1.0891622972743418,1.1862745098039216,172,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00040_Mask_Mouth_Chin_jpg.rf.cef289a22addbd0e6c27597ae18e76aa_face_0.jpg,mask,0,0.2226922160263457,0.052057920629535355,0.2284764294296274,0.0433816005246128,0.23376623376623376,0.189873417721519,0.057842134032817065,0.2516132830427542,4.35,0.40489493822971945,0.00867632010492256,0.02142857142857143,0.9370425713316364,1.0671873729054748,1.1388888888888888,170,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00041_Mask_Mouth_Chin_jpg.rf.794d35dc9739a2489c25887698f86cb1_face_0.jpg,mask,0,0.2559664938519728,0.08726130472226346,0.2501490735371552,0.06690033362040199,0.3409090909090909,0.26744186046511625,0.0639916234629932,0.3228668274723748,5.045454545454546,0.45375878455576996,0.0,0.0,0.892974018324496,1.119853410602381,1.254071661237785,182,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00042_Mask_Mouth_Chin_jpg.rf.56aaa361fca71d0ed16196896bfbd979_face_0.jpg,mask,0,0.23510708260027738,0.026449546792531205,0.22041288993776004,0.03232722385753814,0.1125,0.14666666666666667,0.06759328624757975,0.24098475966528432,3.5652173913043477,0.43494810281051316,0.002938838532503467,0.006756756756756757,0.9639390386611373,1.037410001973724,1.076219512195122,165,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00045_Mask_Mouth_Chin_jpg.rf.3ffcf452cf0228c208eb89a588ad8508_face_0.jpg,mask,0,0.2159353268807477,0.04668871932556707,0.19259096721796418,0.035016539494175304,0.21621621621621623,0.18181818181818182,0.07586916890404649,0.22760750671213947,3.0,0.44646087855073513,0.002918044957847942,0.006535947712418301,0.9337743865113414,1.0709224995301947,1.146875,131,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00054_Mask_Mouth_Chin_jpg.rf.57b0b33b12067f99d2fb66a69f5a5917_face_0.jpg,mask,0,0.22295868225172952,0.0891834729006918,0.22890424711177562,0.09810182019076098,0.4,0.42857142857142855,0.06242843103048426,0.2526865065519601,4.0476190476190474,0.4072711929131592,0.00297278243002306,0.0072992700729927005,0.9066986411570334,1.1029022815385552,1.2163934426229508,160,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00055_Mask_Mouth_Chin_jpg.rf.5938f89905aca7387353452695687266_face_0.jpg,mask,0,0.22933355296188979,0.0667679964319426,0.2206246838620712,0.0696709527985488,0.2911392405063291,0.3157894736842105,0.0551561709655178,0.2409453784283146,4.368421052631579,0.4325404986243238,0.0029029563666061998,0.006711409395973154,0.9463637755136212,1.0566761174446568,1.116564417177914,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00056_Mask_Mouth_Chin_jpg.rf.f578668b18d7a346b338eed461fd8061_face_0.jpg,mask,0,0.22999333388356843,0.04599866677671369,0.21561875051584542,0.03737391675607987,0.2,0.17333333333333334,0.060373250144436716,0.24149300057774686,4.0,0.4197378343375124,0.0,0.0,0.940097752249086,1.063719169211504,1.1314984709480123,166,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00057_Mask_Mouth_Chin_jpg.rf.01f1c3a6019f9a547b0d8928a902a484_face_0.jpg,mask,0,0.23721463939427315,0.044652167415392595,0.1869809510519565,0.027907604634620373,0.18823529411764706,0.14925373134328357,0.06697825112308889,0.20093475336926667,3.0,0.4241955904462296,0.0,0.0,0.9404862761867065,1.063279736579036,1.1305637982195846,135,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00058_Mask_Mouth_Chin_jpg.rf.12c5889bf478f038428ee2403307b8fe_face_0.jpg,mask,0,0.23449219748324882,0.04342448101541645,0.17659288946269355,0.03763455021336092,0.18518518518518517,0.21311475409836064,0.0868489620308329,0.2518619898894154,2.9,0.39950522534183136,0.0,0.0,0.9090191359227177,1.10008685239055,1.2101910828025477,181,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00059_Mask_Mouth_Chin_jpg.rf.f92d814e8707bc2f0ec0d85e1e24bd6c_face_0.jpg,mask,0,0.22723055092903843,0.05964801961887259,0.2300709328156514,0.06248840150548557,0.2625,0.2716049382716049,0.05680763773225961,0.2329113147022644,4.1,0.3891323184659783,0.005680763773225961,0.014598540145985401,0.9515279320153484,1.0509412980468027,1.1044776119402986,162,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00064_Mask_Mouth_Chin_jpg.rf.d0b6a9c8eab23abd91d55934fe25aab3_face_0.jpg,mask,0,0.22895273494481275,0.05870582947302891,0.2377586093657671,0.05870582947302891,0.2564102564102564,0.24691358024691357,0.0645764124203318,0.25537035820767573,3.9545454545454546,0.3874584745219908,0.0,0.0,0.915810939779251,1.0919284281983377,1.1923076923076923,179,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00065_Mask_Mouth_Chin_jpg.rf.cb3234f134caf64625434177227f69eb_face_0.jpg,mask,0,0.2450473521326726,0.06918984060216637,0.2104524318315894,0.06630693057707611,0.2823529411764706,0.3150684931506849,0.07207275062725664,0.270993542358485,3.76,0.41802195363808853,0.005765820050180531,0.013793103448275862,0.922531208028885,1.08397416943394,1.175,182,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00066_Mask_Nose_Mouth_jpg.rf.9b551813b84a24d76af98cc003222d60_face_0.jpg,mask,0,0.21301681919246065,0.06212990559780102,0.22189251999214651,0.05621277173134378,0.2916666666666667,0.25333333333333335,0.044378503998429304,0.2662710239905758,6.0,0.4556193077172075,0.0,0.0,0.9260314501005581,1.0798769306284464,1.1661341853035143,164,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00067_Mask_Mouth_Chin_jpg.rf.3466eb47e1ac297a75cfb7c04efcd014_face_0.jpg,mask,0,0.2572262029645603,0.04753092880866875,0.20969527415589154,0.05032686579741397,0.18478260869565216,0.24,0.06151061375239485,0.25163432898706983,4.090909090909091,0.531228027861592,0.011183747954980882,0.021052631578947368,0.9338429542409037,1.0708438666894196,1.1467065868263473,172,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00068_Mask_Chin_jpg.rf.e959a86f158433cb9ad963415d3ce358_face_0.jpg,mask,0,0.25384037467818854,0.06874843480867607,0.22475449841297945,0.08725762879562732,0.2708333333333333,0.38823529411764707,0.05817175253041821,0.21682198670428607,3.727272727272727,0.4072022677129275,0.029085876265209105,0.07142857142857142,0.9201713582084335,1.0867541040909947,1.1810344827586208,165,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00069_Mask_Mouth_Chin_jpg.rf.d609288fbe13eeb15313ac2ae3a37e4b_face_0.jpg,mask,0,0.21377016065943025,0.08051083972887632,0.20821768895399048,0.06385342461255708,0.37662337662337664,0.30666666666666664,0.05274848120167759,0.31371465135734566,5.947368421052632,0.37756807596990277,0.002776235852719873,0.007352941176470588,0.8495281709322812,1.1771240015532263,1.3856209150326797,193,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00071_Mask_Mouth_Chin_jpg.rf.6db212e6a0f4b02f628e7f87f0747bc7_face_0.jpg,mask,0,0.23997312451499722,0.059993281128749305,0.22797446828924736,0.05099428895943691,0.25,0.2236842105263158,0.059993281128749305,0.26397043696649697,4.4,0.4679475928042446,0.0029996640564374654,0.00641025641025641,0.9058985450441145,1.1038763727689873,1.218543046357616,165,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00073_Mask_Mouth_Chin_jpg.rf.1f35025b19699d2954466a7a96c9f46d_face_0.jpg,mask,0,0.23490461932490853,0.05592967126783536,0.2013468165642073,0.05872615483122713,0.23809523809523808,0.2916666666666667,0.07270857264818596,0.2880378070293521,3.9615384615384617,0.42506550163554874,0.0,0.0,0.9312290266094587,1.0738496883424389,1.1531531531531531,200,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00074_Mask_Mouth_Chin_jpg.rf.21cdca7d9e442ca48cf77ad2d0bbd64c_face_0.jpg,mask,0,0.20270704662276573,0.05212466913156833,0.2287693811885499,0.04343722427630694,0.2571428571428571,0.189873417721519,0.046333039228060736,0.2866856802236258,6.1875,0.4372680577148232,0.0,0.0,0.9208691546577071,1.0859306069076735,1.179245283018868,180,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00076_Mask_Mouth_Chin_jpg.rf.9a8ade61816511af2fd53a1fdb13177d_face_0.jpg,mask,0,0.19761312321185234,0.06080403791133918,0.2614573630187585,0.04560302843350439,0.3076923076923077,0.1744186046511628,0.015201009477834796,0.24017594974978979,15.8,0.4985931108729813,0.015201009477834796,0.03048780487804878,0.893819357296686,1.118794297568641,1.251700680272109,148,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00077_Mask_Chin_jpg.rf.4a695df3015694be0bb30c71e236182b_face_0.jpg,mask,0,0.2717947096522389,0.06204009676844584,0.23634322578455558,0.06499438709075278,0.22826086956521738,0.275,0.06204009676844584,0.28065758061915974,4.523809523809524,0.45200641931296254,0.0,0.0,0.9099214192705389,1.0989959998981833,1.2077922077922079,172,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00080_Mask_Mouth_Chin_jpg.rf.daa45406f15394ffdd1c6426e8ee5fae_face_0.jpg,mask,0,0.24290122621954954,0.0772867537971294,0.17941567845762182,0.0690060301760084,0.3181818181818182,0.38461538461538464,0.08004699500416974,0.23738074380546886,2.9655172413793105,0.35883135691524365,0.008280723621121007,0.023076923076923078,0.8667157390106655,1.1537808245428602,1.3312101910828025,175,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00081_Mask_Chin_jpg.rf.f3ede17996b46637f8de72dea34d90ef_face_0.jpg,mask,0,0.22544418934239763,0.046845545837381326,0.2225163427275613,0.04977339245221766,0.2077922077922078,0.2236842105263158,0.05270123906705399,0.25179480887592465,4.777777777777778,0.5357959305150489,0.07905185860058099,0.14754098360655737,0.8871375242954088,1.1272209467119882,1.2706270627062706,144,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00084_Mask_Mouth_Chin_jpg.rf.eca23b243c00dec682328aeb526101ca_face_0.jpg,mask,0,0.2204498374712975,0.050873039416453276,0.19501331776307088,0.062178159286776225,0.23076923076923078,0.3188405797101449,0.0678307192219377,0.1893607578279094,2.7916666666666665,0.41828943520194917,0.0028262799675807374,0.006756756756756757,0.9072358695934167,1.1022491873564877,1.2149532710280373,137,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00085_Mask_Mouth_Chin_jpg.rf.45a6271b797e0f45bc8e0345d64f1944_face_0.jpg,mask,0,0.20969527415589154,0.05312280278615919,0.24883839199832464,0.05871467676364963,0.25333333333333335,0.23595505617977527,0.05032686579741397,0.2320627700658533,4.611111111111111,0.46692147712045184,0.008387810966235662,0.017964071856287425,0.9338429542409037,1.0708438666894196,1.1467065868263473,168,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00089_Mask_Mouth_Chin_jpg.rf.c05d3c42560dcc9242cb680291670a40_face_0.jpg,mask,0,0.15778954649661223,0.04090840094356614,0.2571385202167014,0.04675245822121844,0.25925925925925924,0.18181818181818182,0.01168811455530461,0.19577591880135223,16.75,0.37986372304739985,0.008766085916478457,0.023076923076923078,0.8912187348419766,1.1220589973092425,1.259016393442623,151,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00090_Mask_Chin_jpg.rf.648f80a50a6ca9a66e7824550a68b04f_face_0.jpg,mask,0,0.18439063516444154,0.05587595004983077,0.23467899020928923,0.05308215254733923,0.30303030303030304,0.2261904761904762,0.050288355044847695,0.2318851927067977,4.611111111111111,0.4498013979011377,0.07263873506478,0.16149068322981366,0.9107779858122416,1.0979624184791745,1.205521472392638,161,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00092_Mask_Mouth_Chin_jpg.rf.7aa2b113efe86a1e6224cd21f68596e3_face_0.jpg,mask,0,0.18581157663854972,0.0563065383753181,0.24493344193263372,0.050675884537786285,0.30303030303030304,0.20689655172413793,0.03659924994395676,0.30968596106424956,8.461538461538462,0.4025917493835244,0.002815326918765905,0.006993006993006993,0.8924586332487918,1.1205001136688302,1.2555205047318612,194,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00093_Mask_Mouth_Chin_jpg.rf.33c383c5b3a792fa7751acaf05ae5ec8_face_0.jpg,mask,0,0.22038062888014814,0.043531976075090996,0.23398437140361408,0.048973473084477366,0.19753086419753085,0.20930232558139536,0.04625272457978418,0.22038062888014814,4.764705882352941,0.43531976075090995,0.010882994018772749,0.025,0.93049598860507,1.0746956593538088,1.154970760233918,174,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00095_Mask_Mouth_Chin_jpg.rf.b7676719af0886c91709807fe01e1852_face_0.jpg,mask,0,0.24750769600032096,0.05367636780729852,0.2117234507954553,0.04771232693982091,0.21686746987951808,0.22535211267605634,0.07455051084347017,0.23856163469910455,3.2,0.4383570037596046,0.0029820204337388067,0.006802721088435374,0.9393364366277241,1.064581294844754,1.1333333333333333,172,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00100_Mask_Mouth_Chin_jpg.rf.9871bfc7c7e217d861459fad1ca382dd_face_0.jpg,mask,0,0.21359880922618607,0.05415181078973732,0.20758194136065972,0.048134942924210944,0.2535211267605634,0.2318840579710145,0.06016867865526369,0.29783495934355525,4.95,0.43321448631789855,0.0,0.0,0.9416398209548766,1.061977178265404,1.1277955271565496,185,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00101_Mask_Mouth_Chin_jpg.rf.9bf6faaafd4dcd1e671aa3bde65e818a_face_0.jpg,mask,0,0.22191801643659276,0.033904141400035004,0.22191801643659276,0.033904141400035004,0.1527777777777778,0.1527777777777778,0.05856169878187865,0.2188358217638623,3.736842105263158,0.4345894488549942,0.00616438934546091,0.014184397163120567,0.9431515698555192,1.0602749674192764,1.1241830065359477,139,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00103_Mask_Mouth_Chin_jpg.rf.63bf566b4754c0a230b8192772a5dc08_face_0.jpg,mask,0,0.22818531038388748,0.05634205194663888,0.23100241298121943,0.05352494934930694,0.24691358024691357,0.23170731707317074,0.05352494934930694,0.23381951557855135,4.368421052631579,0.44510221037844716,0.011268410389327776,0.02531645569620253,0.9268267545222096,1.0789502947781346,1.1641337386018238,163,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00104_Mask_Mouth_Chin_jpg.rf.fd6772f78ba1da60a750375accc0d221_face_0.jpg,mask,0,0.23620408008688237,0.05001968754781039,0.20007875019124155,0.04724081601737647,0.21176470588235294,0.2361111111111111,0.07225065979128166,0.25009843773905194,3.4615384615384617,0.47796590323463256,0.0027788715304339104,0.005813953488372093,0.9420374488170956,1.0615289246257538,1.126843657817109,182,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00105_Mask_Mouth_Chin_jpg.rf.692c3a73f30e382cd500ae7f22fe8a9c_face_0.jpg,mask,0,0.21805642673609266,0.04651870437036643,0.21805642673609266,0.049426123393514335,0.21333333333333335,0.22666666666666666,0.06105579948610594,0.21224158868979684,3.4761904761904763,0.3954089871481147,0.005814838046295804,0.014705882352941176,0.9449111825230682,1.0583005244258363,1.12,140,0.0,0.0,0.0,0.0
data3/processed\crops\train\mask\00106_Mask_Mouth_Chin_jpg.rf.87a75b5d8e8b8ddf01155c78758ef59d_face_0.jpg,mask,0,0.2468484471502831,0.0645172077779149,0.2047720072951212,0.058907015797226646,0.26136363636363635,0.2876712328767123,0.0757375917392914,0.25245863913097133,3.3333333333333335,0.38990834265783353,0.011220383961376505,0.02877697841726619,0.9481224447363146,1.0547160923693915,1.1124260355029585,191,0.0,0.0,0.0,0.0
